lat,lng,price,star_rating,reviews_count,bathrooms,bedrooms,neighborhood,beds,picture_count,description
40.71173516101818,-73.99535099583575,75,4.5,51,1.0,1,Chinatown,1,8,Awesome room in Manhattan w/ comfy queen bed chairs desk shelving space for your things and a 100% full private bathroom - a rare luxury! Easy access to everywhere and 10 minutes from the Lower East Side you'll be close to the best of the city!  The room is cozy and everything in it is modular - this means we can comfortably fit multiple furnishings in the room without overwhelming the senses and creating a space that is efficient and enjoyable to live in. Everything in the room can in one way or another be moved to accommodate your activity.   There's a murphy bed that stores the queen mattress when it is not in use an extremely comfortable foldable pillow chair that can be used for reading and lounging a tall shelving unit for your clothes and items several book-style foldable stools for having company/working/eating and a C-Shape table for your laptop!  The room has its own private full bathroom independent from my own ensuring you have 100% privacy. The room is separated from the rest of the apartment by two windowless doors as well - not curtains or other soft dividers like in other listings.  Please give this room a shot - you'll definitely enjoy your stay here!  You'll be able to get keys for the apartment by the apartment door - there will be a pin-code lock you'll open to get the keys.  I'll be 100% available via text and email should you ever need help finding a spot to eat or have fun. You'll also occasionally see me in the apartment after regular work hours.  I live in Chinatown a short 10 minute walk from the Lower East Side where you'll have access to great food bars and quick access to Williamsburg Brooklyn over the bridge.  Chinatown is a great place for cheap Chinese eats - nothing beats 5 dumplings for $1. There are a couple of bars around the area and plenty of amazing food!  The apartment is 7 minutes away from the F train which gives you quick access to DUMBO (Brooklyn) - Flat Iron District West Village Union Square Central Park and Times Square. It is a longer 12 minute walk from the 456 train which will connect you to the East Village and Upper East Side.  Ubers and cabs always available on Allen/Pike st. a short 3 minute walk from the apartment.
40.74182074316675,-73.97898443382816,160,,0,1.0,0,Kips Bay,1,10,Charming studio located in the Kips bay . Closed to local shops and restaurants. My place is close to AMC Loews Kips Bay 15. You'll love my place because of the location and the ambiance. You will easily find anything you need.  Subways(6 NR) are very closed within 0.5 miles . Water purifier in kitchen and water sterilizers in bathroom are available so it will be help for clean and safe.   My place is good for couples solo adventurers and business travelers.
40.71705593946306,-73.99875661781894,85,4.5,13,1.0,1,Chinatown,1,31,Snuggled between historic Little Italy Soho Nolita& Lower East Side our beautiful Chinatown apartment is a stone's throw from everything. Only a few minutes walk to everything incl. SoHo Finacial District Little Italy LES Tribeca!  Perfect location with all the subways close by plus surrounded by the best shopping bars and restaurants.  Clean apartment with everything you need. The room has a full size mattress TV WIFI and AC. 4 floor walkup  Trains: NRWQ123456ABCD  The apartment itself is really amazing - its bright spacious and with a modern cool look. The bedroom is located next to the kitchen away from the other bedroom. We will leave coffee granola bread and yoghurts or fruit for people to have a little breakfast whenever they wake before seeing all New York has to offer.  We provide a list of local places for people who stay so theres a guide of all the great spots within walking distance and beyond. There's nothing really like being surrounded by all the best areas of the city. Literally at most 20 minutes walking or less from everything... The shopping in Soho the bars on the LES and East Village the Chinatown fish markets the restaurants of Little Italy or the nightlife of Williamsburg. It's quiet an experience living here with so much diverse character immediately surrounding you. Check it out. You'll see what I mean.  Guests can have access to everything in the house (except our bedroom of course!). Full access to the kitchen if they want to cook the TV and living room if they want to watch anything - we want people to feel at home. :)  All the rooms are fully furnished and have all the amenities you need.  My husband and I both work long days so we're not home as much. That said we will be available at both phone and email all times and we will be there to assist you with any urgent matters or anything else during your stay.  The best Italian Chinese (we'll tell you the greats from the tourist traps when you get here) shopping clubbing (The Box) and views (The Brooklyn Bridge) just a few minute walk a away.  There's everything. 3 minute walk to the 6 NQR and JZ trains. 8 minute walk to AC and(website hidden)trains. 15 minute walk from the 1. Literally wherever you might want to go. You can get there incredibly easy from the apartment.  No parties. No extra/unannounced guests. No drugs. No pets. Other than that enjoy yourselves!!
40.70913797194623,-73.95106305773496,99,5.0,10,1.0,1,Williamsburg,1,16,Welcome to the Oasis! This apartment is in a prewar building with old school historic charm and original molding. Live like a true New Yorker in my clean bright space. Check-in 3pm check out 11:00 am. Please send me a message with a little but about yourself before booking! This is a brand new listing hence the lack of reviews but I can assure you this is a great clean apartment. Satisfaction guaranteed! Please message before sending in booking request.
40.72987254252928,-73.98889144560826,75,,0,0.0,0,East Village,1,4,East Village studio 5 minutes from major subway lines 15 minute walk to Union Square. Convertible sofa bed 1/2 kitchen and shared bath. It's a beautiful clean convenient and well loved space. It's tiny but the location is exceptional! My place is close to momofuku noodle bar Veselka Westville East and Mudspot. You'll love my place because of the neighborhood. My place is good for couples and solo adventurers.
40.82682884478389,-73.94546024806122,50,5.0,5,1.0,1,Hamilton Heights,1,7,This stylish & cosy private room is the perfect home away from home. A/B/C/D and 1 train one block away and will get you to midtown in 20mins. You will be sharing the apartment with two lovely young professionals (1 guy &  1 girl).  This great renovated apartment is the perfect home away from home!  Sharing with two lovely young professionals.  A/B/C/D and 1 train 145th St stops minutes away.  The apartment is stylish cosy & homely with a lot of art & decor collected from travels around the world. The room comes with a full sized bed towels fan & heater. Apartment features include wifi well equipped kitchen shared bathroom & laundry room.  To note the apartment is on the 2nd floor (1 small flight of stairs). You will have a private room in an apartment with 3 bedrooms.  I am happy to answer any questions via email and will leave some local recommendations. Two lovely roommates will be happy to answer any questions you may have.  West Harlem is a great neighbourhood to explore. There are plenty of bars restaurants and hidden gems to discover. It is a safe neighbourhood with residential feel without feeling too suburban!   Having lived here for 3years I am still constantly discovering new things in this great up-and-coming neighbourhood.  A/B/C/D and 1 train 145th St stops minutes away.  Free parking available in nearby streets however it can be busy!  Easy to reach apartment from LaGuardia Airport (M60 bus & subway 1 stop) or JFK (Airtrain & subway).
40.65530988094007,-73.95955972361583,55,4.5,103,1.0,1,Flatbush,1,17,A private bedroom in a shared apartment. One block from Prospect Park one block from the express Q train stop at Parkside Avenue. Check-In is between 11a-1p OR you can meet me in Manhattan by Union Square at my job to pick up the keys after 5pm.  You must have working US cell phone to contact me when you arrive at the apartment or else you might not be able to get in as sometimes we can't hear the doorbell.  This room features a full-size Ikea Malm Bedframe Ikea Sultan Fidjetun Memory Foam Mattress Ikea Malm Dresser (6 drawers) and a comfy Ikea Mysa Ronn duvet comforter.  You will have your own closet and a shelf to store your things as well as a dresser and a lockable door.   Towels & Clean Linens provided!  Shampoo Conditioner and Soap are provided as well!  Super-fast wifi: speeds up to 100mb download and up to 5mb upload  Please note: this room is not equipped with A/C for the summer there are fans for the room but our building power infrastructure cannot handle an air-conditioning unit for this room.  I travel a lot I'm a musician... I may or may not be around during your stay but I will do my best to at least meet you and have a good conversation at least once.  Other than that I'll set you up and you should be set to explore the city on your own accord.  My roommates are always really nice too sometimes long term sometimes other airbnb guests :)  1 block to subway/grocery store 1 block from duane reade (convenience/pharmacy)  1 block to cheap laundry service (just drop off and pick up next day!!)  5 minute walk to bank of america AND chase bank  5 minute walk to Planet Fitness Gym ($10/month and brand new!!!) 24-hour deli across the street!   other subways in the area:  B S trains at prospect park - 7 minute walk  2 5 trains at winthrop street - 10 minute walk  ROOF ACCESS! (cigarettes allowed only on roof)  Southeast Corner of Prospect Park the second largest park in NYC. Designed by the same man who designed Central Park!!  Please be aware that while I believe the area to be safe it is a bit rougher and if you feel uncomfortable let me know immediately and we will work with Airbnb to get you re-accomodated to a situation that is better for you. I never want any of my guests to have an unpleasant stay.  It is my goal to provide the best accommodation in this price range and believe based on my numerous positive reviews that I have achieved that goal.  None of my guests have ever had any safety issues thus far.  We are ideally located a 90 second walk from both the subway and the park.  1 Block to the Q train at Parkside Avenue couldn't be more convenient!  Buses on the corner as well.  Check in at the apartment between 12p-2p. We have guests checking out at 11a so we need time to clean and prepare the room for you. Please no early arrivals! The apartment gets too hectic and crowded. Thank you for understanding.  If you will arrive in NYC after 2pm you are welcome to come to my work in Manhattan near Union Square to pick up a set of keys from me :)   Please be aware that while I believe the area to be safe it is a bit rougher and if you feel uncomfortable let me know immediately and we will work with Airbnb to get you re-accomodated to a situation that is better for you. I never want any of my guests to have an unpleasant stay.  It is my goal to provide the best accommodation in this price range and believe based on my numerous positive reviews that I have achieved that goal.  None of my guests have ever had any safety issues thus far.  We are ideally located a 90 second walk from both the subway and the park.  You may use the kitchen but there is no use of the oven.  I have a surveillance camera in the kitchen because we had some confusion between roommates on cleaning dishes and tidying up it also gives me the opportunity to see who is coming in and out of the apartment this is for your safety as well as mine.  The footage is automatically deleted after 7 days and I usually never look at it unless there is a problem.  It surveils only the public kitchen and hallway spaces no private areas. If this is a problem for you please do not inquire about staying with me.
40.727645000947675,-73.98189177274575,100,4.0,5,1.0,1,Alphabet City,1,11,1 bedroom with a full size bed in the heart of East Village in NYC. My room is spacious bright and clean and has 2 big windows with view on the Empire State Building. The apartment has a lot of light and also has a huge private rooftop with a 360° view on Manhattan.  The apartment is really spacious and bright (which is quite rare in East village).   My room is quite spacious and has 2 windows with a beautiful view over Manhattan and the Empire State Building.  The apartment also has a nice and big private rooftop with a 360 view over Manhattan.  You'll be able to access to the whole apartment: living room/dining room kitchen bathroom my room the rooftop ; except my roommates' rooms  You can reach me whenever you want on my phone. I will also give you my roommates phone number just in case.  The apartment is in the heart of East Village 2 minutes walk to St Marks pl. bars awesome restaurants etc.  From the apartment you are 4 minutes away from the L line that will take you to west village or to Williamsburg (1 stop). You are also 10 minutes away from the R Q N lines that will take you downtown or uptown.  If you like to walk you are 15mn away from Soho West Village Flatiron district etc.
40.71076595413859,-73.99663192045577,88,,1,1.0,1,Chinatown,1,14,Our comfortable and renovated two bedroom apartment has a quick access to a lot popular spots in Lower Manhattan. Within 20-30 mins walking to Little Italy Wall Street WTC SOHO West Village NYU Brooklyn Bridge....The closest subway just 10 mins walking and the rest are within 20mins that can ride you everywhere in Manhattan. Enjoy your days in NYC without running rush!
40.736876050098246,-73.98880933253258,88,3.5,19,0.5,0,Union Square,1,16,I am opening my quiet clean cozy studio in the elegant Gramercy Park neighborhood with everything you need. Please note: The bath/shower is located inside the apt but the toilet is shared with the other tenants on the floor.  Fast internet bath/shower dryer steamer kitchen supplies humidifier queen sized bed.  I am available via phone at all times.  Gramercy Park is a beautiful gem in the middle of the city right next to Union Square. There are lots of cute shops (cheese meet shops wineries cafes bars pubs restaurants) with a distinctive charmed feel. Since Union Square hosts the farmer's market every other day you could get fresh vegetables fruits bread meat eggs while also having easy access to Whole Foods and Trader Joe's.  It is close to bookshops (Barnes and Nobles) yoga and pilates studios small parks bike shops massage places. It is also close to East Village where you could enjoy lots of cheap eats including great Japanese food.  It is most conveniently located a block away from Union Square and bus lines where you could go all over NYC. You can get NRQ 6 L from Union Square which makes it easy to go uptown eastside westside downtown as well as Brooklyn. There is also the Citibikes on the block which makes it easy to get around town that way.  This is a very cozy private quiet spot in the middle of the city. With a great desk iMAC screen that you could connect your laptop to it is ideal for someone who wants to concentrate on their work.
40.7423581890182,-74.00655694992652,180,4.5,7,1.0,0,Meatpacking District,1,8,3 gigantic oversized windows with unobstructed views and newly renovated from top to bottom. The daylight just pours in.   It is located a block away from the High Line Park and 3 blocks from the Meat Packing District. It keeps you very close to all the action but you come home to a nice quiet tree lined block.  Don't get caught carrying your suitcase up 3 flights of stairs! Chelsea is full of Townhouses / Brownstones. Enjoy the comforts of an elevator building :)  Window blinds are installed for those that prefer the dark. For those that love light this apartment is flooded with Sun. Its been fully renovated with a new kitchen bathroom and floors. It has a great view of the Hudson Yards and open view of the city. This is an elevator building.  You can access any part of the apartment.  I try my best to take care of any problems that may arise. Just call or text and I'll get right on top of it.  There is so much in this neighborhood that its just crazy. From shopping to food to the gym to rooftop bars to museums to the High Line Park. There is just so much to do. You cant walk a block without wanting to stop and check something out.  I would advice walking. Its a great neighborhood to see on foot. Otherwise there is always Uber and the subway.
40.73429167984958,-73.98448610792377,50,,0,1.0,1,Gramercy Park,1,10,My townhouse is close to Union Square and Gramercy Park with everything it has to offer for shopping and dining. You'll love my place because of the location the people the ambiance the views and outdoor space.  Great for couples solo adventurers business travelers and big groups.  It is one big house with many bedrooms so the living kitchen bathroom and living room are communal. I am the host and I live in this place too. 3 house rules: Shoes off clean up and be respectful!
40.785309787235114,-73.95226977959743,63,,1,1.0,1,Upper East Side,1,8,My place is close to the Subway the Met and the Guggenheim. You'll love my place because of the location and the neighborhood. My place is good for couples solo adventurers and business travelers.  You will have access to a private room shared bathroom shared kitchen and shared living room. There is one roommate in the apartment. Clean towels and clean sheets are provided.
40.752920096665186,-73.9771931302417,109,5.0,27,1.0,1,Midtown East,1,15,Steps away from Grand Central my studio has a queen size bed a large sofa TV and a full kitchen separate from the living area. I live here part time and offer it while I travel so it's fully equipped with everything you'd need for a short / long trip to NYC. You get the full studio - advertised as private room for legal purposes.  It's centrally located close to transportation (subway railroad taxis) and the area is filled with bars and restaurants.  --- A ONE FLOOR walk-up  I'm listing this place as a "private room" for legal purposes but I'll be out of your hair 100% of the time and there is a 99.9% chance you will not see me at all.  You will have the studio - all of it - to yourself. There is a 99.9% chance you will not see me at all.  I usually host while I'm out of town so it's very likely I won't be around - you will have your privacy! I do respond to messages texts and calls when needed.  The listing is literally steps away from Grand Central Station with its trains and subway lines. There are plenty of taxis and ridesharing options all around. I can recommend and usually provide discount codes for transportation from NY airports.  The building may not look great from the outside but the apartment is clean and fresh and the photos are recent (last updated in September 2016).
40.76917533134193,-73.9576276761765,109,,0,1.0,1,Upper East Side,1,1,Bedroom for one girl or two(since I have a female guest on the couch) gonna be celebrate New Years with my sweet parents on Caribbean Sea(yay) so offer my really comfortable just-bought-from-W hotel mattress queen bed to you! Enjoy New York!
40.722316463679796,-73.98289462664118,120,5.0,6,1.0,0,Alphabet City,1,7,Cute and comfortable East Village studio near Lower East Side and Soho.  First time listing so price is very good.
40.7992970025857,-73.96047861974597,70,,0,1.0,1,Upper West Side,1,2,Calm room in shared apartment close to Central Park. subway 2 streets away.
40.868239241160566,-73.92337067118717,65,5.0,41,1.0,1,Inwood,1,3,Beautiful large apartment in the heart of Inwood Prime. 1 large bedroom with a huge Queen-sized bed. Y'all—this bed is comfy.  Big kitchen with a dishwasher eating nook in the common space and community laundry downstairs in the Basement. Coffee restaurants wine bars and express A train nearby.   Super quiet streets most nights!  Also I have a cat and a puppy (an Aussie) who is incredibly sweet and loves people so we love animal lovers! :)  The room you will be staying in is like a studio with a large extremely comfy queen bed a piano a sound system and an A/C unit. I have lots of books you can read in the apartment so feel free to ask!  You can use the laundry facility downstairs but you have to pay for and do your own laundry. I have a large kitchen with a chemex for coffee (happy to leave instructions) and you are welcome to use any of my dishes as long as you return them safely and load the dishwasher when you're done! Eating nook for everyone too!  I will be pretty hands off and most likely in and out the entire time other than check-in and check-out. I will not be cleaning your towels for you if it's a shorter stay so you're responsible for your own laundry if you need that done. I also have a few extra towels I can provide and if it's a longer stay I'm happy to help out with laundry. That said there's a laundry facility in our building! :) Hooray! I have a cat and a puppy and stay in the other room with us most of the time.  We are right next door to the A express train 25 minutes from mid-town (Central Park). Just around the corner are several coffee shops thai food and several wonderful restaurants. The Cloisters Museum is a few blocks away with the best NYC hiking you can find. Inwood Hill Park is a few blocks away as well. Lots of beautiful nature nearby! :)  Take the A train! It's express and super fast. Also close the 1 local train if that's needed ( a few blocks). I use (SENSITIVE CONTENTS HIDDEN) maps to get to and from any airports. Buses and trains are the least expensive option cabs are great if you have some money to spend!  Please leave the place as clean as you found it. Don't worry about washing your blankets or towels at the end—I can do that!
40.71959873527607,-73.98955187943692,72,4.5,9,1.0,1,Lower East Side,1,8,Looking to visit NYC on a budget? Lodging in Manhattan definitely isn't cheap with a lack of hostels for backpackers and easygoing travelers. This apartment is ideal for you if you are simply looking for a place to crash after an eventful day exploring the city!  Bear in mind that this space is a queen sized pull out sofa bed in the living room. It is a shared space in a two bedroom apartment. If you are looking for a chill casual and safe environment look no further!  This comfy apartment located in LES is the perfect place to start and end your days. With street side views from the bedroom and living space a plethora of famous eateries and bars nearby close subway access and short 10 minute walks to East Village Soho Chinatown and Little Italy you'll never be short of getting a great taste of the city.  Please note: It may be a little noisy at night during the weekends but hey you can't stop the party downstairs!  Me and my girlfriend Dewi will be there in any case you need help from moving in to recommendations for your daily quests to find great eats!  You'll love my place because of the Great location in the heart of LES on Ludlow and Rivington Street.  Plenty of popular eateries such as Katz's Delicatessen Russ & Daughters Cafe Clinton St. Baking Co. and Sweet Chick.  10 min walk from Soho East Village Little Italy and Chinatown.  My place is good for couples and solo adventurers.  Apartment is close to the J F M and Z trains - Orange & Brown lines.   From JFK airport you can take the AirTrain to the subway - Jamaica Station - and then take the J line to Essex Street. The journey will take about 1hr 15mins and it will cost 5.50 per person. If you are traveling with a lot of baggage then I would not recommend to take the subway.  A shuttle bus provider called Supershuttle can will cost about $20-30 per person. The journey can vary from 1.5-2hours.  Another option is to take a yellow cab ($65 including tip) or an Uber. Uber can sometimes be cheaper.  It may be a little noisy at night during the weekends but hey you can't stop the party downstairs!
40.718064607659876,-73.95787876309932,65,5.0,7,1.0,1,Williamsburg,1,9,Nice bedroom in a 3 bedrooms apartment in Williamsburg (2min from the Bedford avenue station). Great area full of restaurants bars and shops. Rooftop access  1 bedroom in a 3 bedrooms apartment. Your 2 roommates are 2 very nice guys in the mid twenties both working from 8am to 7pm during the week. Kitchen bathroom and living rooms are to share. You also have access to a nice rooftop with a beautiful view on Manhattan.  Bedroom living room bathroom  I will probably not be here to welcome you but I'd be glad to help you preparing your trip to NY  Great area: safe lots of bars restaurants (Asian Mexican Argentinian seafood...) shops close to the east river. 15 min away from union square (in the heart of Manhattan) by train.  2 min away from the train station (Bedford avenue). Generally speaking anywhere south Central Park will be less than 1/2 hour away.
40.712699044576155,-73.99583763368726,65,4.5,11,1.0,1,Chinatown,1,14,Enjoy classic LES without breaking the bank! Old New York charm building with a neighbothood that is bursting with diversity restaurants and bars. Located in Lower East Side/ Two Bridge area. Close to Soho Little Italy Chinatown. Small bed room in a 2 bedroom apartment. Full size bed that sleeps 1 comfortably or intimately for a couple.  Small bed room in a 2 bedroom apartment.  Full size bed that sleeps 1 comfortably or intimately for a couple.  Small stand in bathroom share with other roommate.  Empty closet space for you to use.  Any public area is available for you to use. You are welcome to cook or make food just make sure you clean after yourself.   TV- I have Roku for Hulu Amazon video AMC Bravo HGTV CNN MTV Spotify Pandora ...etc and many more. If you have other accounts feel welcome to access your own.   High speed wifi Internet  Laundromat next door- available for wash and hold ( finishes with in 3-4 hours)  I travel a lot for work. I may or may not be there during your stay but I always try to respond promptly if any. Feel free to communicate with me on your needs.  The apartment is located in Lower East Side/ Two Bridge area Close to Soho Little Italy Chinatown. Super convenient with subway and bus stations all around Citi bike station right around the corner (you can purchase citi bike weekly pass. There are plenty of restaurants and bars in the area.  Subway transportation: 7mins walk to F Train East Broadway station 10 mins walk to J & Z Train Chambers OR Canal station 10 mins walk to 6 Train Canal station 10 mins walk to R Train Canal station 10 mins walk to B & D Train Grand St station 12 mins walk to 4 & 5 Train Brooklyn Bridge City Hall station 12 mins walk to 2 3 A & C Train Fulton St. Station Bus straight to Flushing from Chinatown  Laundry: Wash & fold/ Coin self service Laundromat available right downstairs.  Parking: On the street (depends on regulation) Pay parking lot available around.   Food: Cheap and amazing cultural food in the neighborhood.  For longer stays please take out your trash when it's full. Coordinate with the other roommate to take out the public trash. The garbage area is down stairs on the first floor by the stairs where it goes outside to the back of the apartment. There is recycle for paper and plastic.  The AC is inserted at on the bottom of your bedroom window therefore you can not pull the window up ( FYI the AC will fall out! ) If you need to open the window please pull the window from ceiling top to down.  No smoking in the apartment!  Please clean up after yourself & treat my home like yours.
